Tweets,Sentiment
"रामनवमी की हार्दिक शुभकामनाएं।💝🙏🏻\n\n#Ramnavmi #ramnavmi2021 #रामनवमी2021 #रामनवमी_की_हार्दिक_शुभकामनाएं #रामनवमी #राम_नवमी #ShriRamNavami #JayshreeRam #JayShriRam #राम https://t.co/PsaVKNofp3',",positive
"अयोध्या जिनका धाम है, #राम जिनका नाम है,\n#मर्यादा_पुरुषोत्तम_वो_राम है, उनके चरणों में हमारा प्रणाम हैं !!!\nआप सभी को राम नवमी की हार्दिक शुभकामनायें \n\n#जय_श्रीराम \n\n🙏🙏🙏🙏 https://t.co/3vm7mvRhTY',",positive
"जय श्रीराम 🙏🏼🚩\n\n#रामनवमी2021 #रामनवमी \n#राम_नवमी #रामनवमी_की_हार्दिक_शुभकामनाएं \n#रामभरोसे  #राम',",positive
"आपको सपरिवार रामनवमी की हार्दिक शुभकामनाएं।\nभगवान राम आपको हर संकट से महफूज रखें।\n#रामनवमी2021 #रामनवमी #राम_नवमी #रामनौमी #RamNavami #Ramnavmi #RamaNavami #ram #राम https://t.co/4HKUtBBQgm',",positive
"#भगवान #मर्यादा #पुरषोत्तम #श्री #राम #जी #कि\nजन्म उत्सव पर आज3 #राम #नवमी #की आप तमाम #राम #भक्तों को राम नवमि की #हार्दिक #हार्दिक शुभकामनाएं एवं बधाई जय श्री राम📿🙏🚩\n#गर्व #से #कहो #हम #हिन्दू है 🚩📿⚔️🙏 https://t.co/Qq0ywNjBnt',",negative
"#सभी #देशवासियों को #राम #नवमी की #हार्दिक #शुभकामनाये !! \n\n🚩#जय #श्री #राम  🚩 https://t.co/oLvLf06mKf',",positive
"जो #राम का नहीं वो किसी #काम का नहीं\n    #आप सभी #राम_भक्तों को 🚩\n           #राम_नवमी की ढेर सारी शुभकामनाएं 🚩 https://t.co/ER8ug0Z7KW',",positive
"आज तिथि चैत्र शुक्ल नवमी संवत २१ अप्रैल २०२१, बुधवार \nसृष्टि की भाषा है #राम\nमर्यादा का दर्पण #राम\nसंस्कृति पर अर्पण #राम\nजीवन के क्षण-क्षण में #राम \nहिन्दू का अभिमान है #राम\nश्रीरामनवमी का यह महापर्व सभी के लिए सुख,समृद्धि और कोरोना से आरोग्य का वरदान लेकर आए,जय श्री राम🚩🚩 https://t.co/kWPDzbMmZf',",positive
"मर्यादा पुरुषोत्तम भगवान श्री राम के जन्मोत्सव #राम #नवमी की हार्दिक शुभकामनाएं\n#जय_श्रीराम  #रामनवमी  #रामनवमी2021 #रामनवमी_की_हार्दिक_शुभकामनाएं  #Ramnavmi #RamNavami2021 https://t.co/sm39YlsvXW',",positive
"मर्यादा पुरुषोत्तम भगवान श्री रामलला जी के जन्मोत्सव,\nश्री राम नवमी की आप सभी को बहुत बहुत शुभकामनाए।।\nभारत की आस्था एवं अटूट श्रद्धा के प्रतीक प्रभु श्री राम जी आप सभी पर अपनी कृपा आशीर्वाद बनाये रखे ।\n\n🙏🏻दो गज दूरी, मास्क है जरूरी🙏🏻\n#VandeMataram\n\n#राम \n#रामनवमी\n#ramnavmi https://t.co/Lj2OoCC9SQ',",negative
"#जयश्रीराम , #राम_नवमी की हार्दिक #शुभकामनाएं\n। #राम_लाल की कृपा आप सब पर बनी रहे |\n#रामनवमी2021 #रामनवमी_की_हार्दिक_शुभकामनाएं #राम\n@bemetara_fb @neildixit_ @PMOIndia @chhattisgadhiya @premlalsh1 @60VVUL6EPh94Jsf @BemetaraDist @CG_Police @bhupeshbaghel @tamradhwajsahu0 https://t.co/NYYre3ybuh',",negative
"सत नमो आदेश गुरूजी को आदेश ।\nआप सभी को   श्री राम नवमी हार्दिक शुभकामनाएं।। प्रभु राम  की आप पर कृपा बनी रहे। प्रणाम\nडॉ विनोद नाथ (योगीराम के 18)\n #राम #श्रीराम #innovation #indiaagainstmutilatedyoga #wednesday #himachalpradesh https://t.co/I9U3FY6CVo',",positive
"सभी प्रिय सनातनीय मित्रो को #राम नवमी की अनंत शुभकामनायें....\n#जय_श्री_राम',",positive
"*आप सभी को मर्यादा पुरुषोत्तम भगवान श्री राम के जन्मोत्सव राम नवमी की हार्दिक शुभकामनाएँ l*\n*#RamNavami*\n#Hiteshsharma #Hitesh #motivational  #motivation #Lifechange #SuccessTips  #spiritualawakeningorator  #Lifemotivation #Lifecoach #जीवनसूत्र #सकारात्मक #बदलाव #सुविचार #राम https://t.co/FBEZk4CGra',",positive
"समस्त #प्रदेशवासियों को #राम नवमी की हार्दिक बधाई एवं शुभकामनाएं। भगवान राम का जीवन स्वयं में एक संदेश है और हमें मन, विचार और कर्म से श्रेष्ठ बनने की प्रेरणा देता है। https://t.co/2ySV9Db9m6',",positive
"#श्रीराम_नवमी\n\nश्रीराम जन्मोत्सव की सबको बधाई.\nराम ही अपना इष्ट है.\nहो रममाण, राम ही जान\n#राम जान, राम मान#\nसब कल्याण, जय श्रीराम🚩',",positive
"#राम नवमी के शुभ अवसर पर सभी देशवासियों को हार्दिक शुभकामनाएं। मर्यादा पुरुषोत्\u200dतम राम के जन्\u200dमदिवस पर मनाया जाने वाला यह पर्व, हमें जीवन में मर्यादा का पालन करने की प्रेरणा देता है। https://t.co/g4Cz1OMBq0',",positive
"""श्री #राम रामेति रामेति रमे रामे मनोरमे।\nसहस्रनाम तत्तुल्यं रामनाम वरानने।।""\n#श्रीराम_नवमी के पावन पर्व की हार्दिक शुभकामनाएं। #RamNavami https://t.co/chzhy9SPNC',",positive
"#पत्रकार to #पप्पू \n#रामनवमी क्यो मनाई जाती है\n\n#राहुल_गांधी आज के दिन भगवान #राम आठवीं कक्षा से उत्तीर्ण होकर\nनवमी कक्षा में प्रवेश किये थे\nइसलिए रामनवमी मनाई जाती है\n\nचमचो बजाओ ताली\nओर चाटो तलवे',",positive
"#राम नवमी',",positive
"#राम नवमी ,🚩🚩जय श्री राम 🙏🙏 https://t.co/L6OEgd2NlL',",positive
"#राम जिनका #नाम है, #अयोध्या जिनका #धाम है,\nऐसे #रघुनंदन को हमारा #प्रणाम है...!\n\nमर्यादा पुरूषोत्तम, #श्री_राम_नवमी \nनिमित्ताने तमाम बांधवांना,\nमनक:पूर्वक शुभेच्छा...!\n#RamNavami2021 #RamNavmi \n\n#JagannathManoharGavali #Daji #Shivsena #Tuljapur #Dharashiv #Osmanabad https://t.co/rqpxJ7B9jz',",negative
"Happy #RamNavami ! May #LordRama Shower his blessings on you and your Family..\nभये प्रकट कृपाला,दीनदयाला,कौशल्या हितकारी,\nहर्षित महतारी मुनि मन हारी,अद्भुत रूप निहारी”\nसमस्त देशवासियों को #रामनवमी_की_हार्दिक_शुभकामनाएं #JayshreeRam #रामनवमी\n#Adipurush #राम_नवमी #राम #रामनवमी2021 https://t.co/lFPhrGlitB',",positive
"सभी को श्री राम नवमी की हार्दिक शुभकामनाएं। प्रभु श्री राम सभी का कल्याण करें।\n#राम #रामनवमी_की_हार्दिक_शुभकामनाएं \n#रामनवमी #अयोध्या',",positive
"@NavnathKhardek1 @narendramodi @myogiadityanath @Dev_Fadnavis @fadnavis_amruta @rautsanjay61 @BhatkhalkarA @priyankagandhi @ShelarAshish @ChitraKWagh @Truepat19189910 #राम नवमी निमित सर्वाना मंगलम शुभेच्छा..🙏\n#रामनवमी2021',",positive
"@atullondhe #राम नवमी निमित सर्वाना मंगलम शुभेच्छा..🙏\n#रामनवमी2021',",positive
"🌹हार्दिक बधाई एवं शुभकामनाएं🌹\n#रामनवमी #रामलला #रामरामजी #रामचन्द्र जी #राम #श्रीराम #RamNavmi #RamNavami2021 #रामनवमी2021 #रामनवमी_की_हार्दिक_शुभकामनाएं #रामनवमीं #राम_नवमी #RamNavami #RamNavmiSpecial #ShriRamNavami #ShriRam #श्रीराम_नवमी #श्री_राम_जन्मोत्सव #श्री_रामनवमी https://t.co/GEOCHf1OVX',",positive
"@AdvYashomatiINC #राम नवमी निमित सर्वाना मंगलम शुभेच्छा..🙏\n#रामनवमी2021',",positive
"🚩🙏🏻 #जय_श्री_राम 🚩🙏🏻\nमर्यादा पुरुषोत्तम भगवान श्री रामलला जी के जन्मोत्सव के अवसर पर श्री राम नवमी की आप सभी देश वासियो को हार्दिक हार्दिक बधाई ।।\nभारत की आस्था एवं अटूट श्रद्धा के प्रतीक प्रभु श्री राम जी आप सभी पर अपनी कृपा आशीर्वाद बनाये रखे ।\n#राम \n#रामनवमी\n#RamNavmi2021',",positive
"हैप्पी राम नवमी\n#राम जी🙏🤗',",positive
"*रघुकुल रीत सदा चली आई।*\n*प्राण जाए पर वचन न जाये।।*\n\n*#राम नवमी के पावन अवसर पर आपको एवं आपके परिवार को हार्दिक शुभकामनाएं।*\n\n*!!जय जय श्री राम!!*🚩🚩 https://t.co/ElyMmHPlxB',",positive
"@SanatanWomen @hesivh @Rajput_Ramesh @ChampatRaiVHP @prafullaketkar @mariawirth1 @sanatanprabhat @ajitbhinder @HinduYouthAlert @HinduAmerican @AshokShrivasta6 @SanatanWomen बहुत बढ़िया जानकारी 👌👌👏👏 वास्तव में #राम को मानने से पहले जानना बहुत आवाश्यक है, 🙏🙏 #RamNavami2021 #RamNavmiSpecial #रामनवमी_की_हार्दिक_शुभकामनाएं #रामनवमी #राम_नवमी #रामनवमी2021',",positive
"राम जी की #ज्योति से नूर मिलता है,\n\nसबके #दिलों को सूरुर मिलता है,\n\nजो भी जाता है #राम के द्वार,\n\nकुछ न कुछ #जरुर मिलता है,\n\nजिनके मन में श्री राम है,\n\n#भाग्य में उसके #वैकुण्ठ धाम है,\n\nउनके चरणो में जिसने #जीवन वार दिया,\n\n#संसार में उसका #कल्याण है\n\n#हैप्पी_राम_नवमी 🙏\U0001fa94💖 https://t.co/a79nVjdY1G',",negative
"Yatra nari,Aj ki awaj is. \nआप सभी को राम नवमी की हार्दिक शुभकामनाएं।।जय श्री राम। 🙏🙏\n#राम नवमी https://t.co/AJnxE8yrFH',",positive
"श्री रामचंद्र कृपालु भज मन\n हरण भवभय दारुणम।\nनवकंज लोचन, कंज मुख,\nकर कंज, पद कंजारुणम।\n\n🙏 #राम नवमी की हार्दिक #शुभकामनाएं  🙏 https://t.co/a2I2VLFx4l',",positive
"श्री रामचंद्र कृपालु भज मन हरण भवभय दारुणम नवकंज लोचन, कंज मुख, कर कंज, पद कंजारुणम !\nराम नवमी की हार्दिक शुभकामनाएं\n@narendramodi @PMOIndia @vinay1011 @anandmahindra @keshav61 @devendarda 🙏\n#Ramnavmi #रामनवमी2021 #रामनवमी_की_हार्दिक_शुभकामनाएं #राम https://t.co/bq0jiWI2rG',",positive
"क्या आपने ग्रीन शर्ट स्कर्ट कॉम्बो में शिल्पा शेट्टी का शानदार फैशन स्टेटमेंट देखा? @iwmbuzzhindi \n\n #BollywoodDiva #Fashionstatement #ग्रीनशर्टस्कर्टकॉम्बो #बॉलीवुड #शिल्पाशेट्टी\n\nhttps://t.co/0yuAiYUfKi',",positive
"@ShefVaidya @RahulGandhi @udaychopra सही कहा शेफ़ाली जी!\nक्योंकि... \n@RahulGandhi की रैलियाँ पश्चिम बंगाल में उतनी ही फ़ीज़ूल हैं... जितनी #बॉलीवुड में @ReallySwara \n🤣😂',",positive
" कश्मीर की वादियों में पहुंचीं भाग्यश्री, अपने फेवरेट गाने पर हसबैंड से जबरदस्ती करवाया डांस https://t.co/qLccXbT29g #bollywoodnews #acress #kashmir #कश्मीर #बॉलीवुड',",positive
" सातवें आसमान पर चढ़ा पवित्रा पुनिया का पारा, कमेंट में अपशब्द लिखने वालों को सुनाई खरी-खोटी https://t.co/Ys6LIOWMVP #biggboss #bollywoodnews #biggboss14 #बॉलीवुड',",positive
"फैंस की डिमांड पर करीना ने शेयर की छोटे बेटे की तस्वीर लेकिन कर गईं 'खेला' https://t.co/BWrRnMNfau #kareenakapoorkhan #kareenakapoor #bollywoodnews #socialmedia #mumbai #saifalikhan #करीनाकपूर #बॉलीवुड #सोशलमीडिया,",positive
"दिशा पाटनी ने अपने बॉडीसूट लुक से इंटरनेट पर लगाई आग Follow Us on @IwmbuzzHindi\n@DishPatani @DishaPataniFans\n\n #Bollywood #DishaPatani #दिशापाटनी #बॉलीवुड\n\nhttps://t.co/d0CsOHFC0I',",positive
"करण जौहर और कार्तिक आर्यन की दोस्ती में दरार? इस वजह से एक्टर को 'दोस्ताना 2' से किया आउट https://t.co/lUyrv2151v #karanjohar #bollywoodnews #करणजौहर #बॉलीवुड,",positive
" फेम अर्शी खान हुई कोरोना पॉजिटिव, फैंस से कहा दुआ कीजिए https://t.co/iKA1hJS5av #arshikhan #biggboss14 #bollywoodnews #coronavirus #अर्शीखान #बिगबॉस #बॉलीवुड #एक्ट्रेस #कोरोनावायरस',",positive
"अभिषेक बच्\u200dचन ने अपनी मां और परवरिश को लेकर खोला ये राज  https://t.co/bBQ5Wa1JOj #abhishekbachchan #bollywoodnews #jayabachchan #अभिषेकबच्चन #बॉलीवुड #जयाबच्\u200dचन',",positive
"सोनू निगम बोले-  एक हिंदू के रूप में  मुझे लगता है कि कुंभ मेले का आयोजन ही नहीं किया जाना चाहिए था  https://t.co/slMlvhP6KI #sonunigam #kumbhmela #haridwarkumbhmela2021 #bollywoodnews #कुंभमेला #बॉलीवुड #हरिद्वार',",positive
"सभी #सनातन धर्म के मानने वालो से विनम्र अनुरोध है कि वे किसी भी #ईद #बकरीद पर कभी #बॉलीवुड की फिल्में न देखें, मुस्लिम सलमान,आमिर,सैफ,नवाजुद्दीन,शाहरुख रहमान द्वारा टीवी में विज्ञापित सामग्री कभी न खरीदें, यदि आपमें तनिक भी स्वाभिमान है तो गद्दार देशद्रोहियों को सबक सिखाएंगे, ॐ !',",negative
"बढ़ती जनसंख्या को रोकने के लिए कंगना रनौत ने दिया ये सुझाव, ट्रोलर्स ने गिनाए उनके भाई-बहन https://t.co/rW6VsUsgFR #kanganaranaut #bollywoodnews #population #कंगनारनौत #बॉलीवुड #जनसंख्या',",positive
"#बॉलीवुड को एक गैंग चला रही है। @TheAaryanKartik\n#BycottBollywood\n#iStandWithKartikAaryan',",positive
"#टूट गई #जयपुर के मशहूर #साबरी #ब्रदर्स की जोड़ी:* #कव्वाल फरीद साबरी का निधन, #बॉलीवुड में गाए थे 'इक मुलाकात जरुरी है #सनम' और 'देर ना हो जाए' सुपरहिट सांग\n  भगवान उनकी आत्मा को शांति प्रदान करें,",positive
" 5 बार जब सोनम कपूर ने साबित किया कि वह बॉलीवुड की फैशन डीवा हैं Follow Us on @IwmbuzzHindi\n@sonamakapoor\n\n #sonamkapoor #SonamKapoorfashion #SonamKapoorlatest #फैशनडीवा #बॉलीवुड #सोनमकपूर\n\nhttps://t.co/XjIP600DgL',",positive
"जंगल में समय बिता रहे मिलिंद सोमन बोले- सोशल डिस्\u200dटेसिंग के लिए ये ही जगह सबसे बेहतर, पढ़ें पूरा पोस्\u200dट   https://t.co/y2M3xt3qUh #bollywoodnews #actress #actor #coronavirus #बॉलीवुड #कोरोनावायरस #अभिनेता',",positive
"जब प्लेन में 'टल्ली' हुईं प्रियंका चोपड़ा, फ्लाइट अटेंडेंट ने सुनाया उनकी नशे की हालत का दिलचस्प किस्सा https://t.co/Mf7qxpEzbc #bollywoodnews #priyankachopra #बॉलीवुड #प्रियंकाचोपड़ा,",positive
"अनुपमा सीरियल की इस एक्\u200dट्रेस को 6 महीने में दोबारा हुआ कोरोना, बोलीं- हालत बहुत खराब है  https://t.co/GoR3cla7B3 #coronavirus #bollywoodnews #actress #कोरोनावायरस #बॉलीवुड',",negative
"स्टेज पर स्लिप हुईं नेहा कक्कड़ के साथ हुआ 'ऊप्स' मोमेंट, आदित्य नारायण भी हुए शर्मिंदा https://t.co/8BnOgkd6W0 #bollywoodnews #nehakakkar #indianidol #बॉलीवुड #नेहाकक्कड़,",negative
"#बॉलीवुड सेलेब्स के हॉलिडे पर भड़कीं @shrutihaasan , कहा...\n#bollywoodactress #BollywoodBreaking #bollywood #bollywoodactor #bollywoodupdate #bollywoodstars @Bollyhungama \n\nhttps://t.co/c2TRDlNQpA',",negative
"@traveltime123 दोगले लोग #बोलिवुड को #\nगालियां देते है\nपर आप उन लोगों ना परवा करके मदद करते है नमन आप को🙏😊',",negative
"नोरा फतेही का जानें कौन है क्रश? एक्ट्रेस ने वीडियो शेयर कर खोला राज https://t.co/hVkUfKPyOn #bollywoodnews #vedio #actress #बॉलीवुड #वीडियो #वायरलवीडियो #सोशलमीडिया',",positive
"सुशांत सिंह राजपूत के मलाड अपार्टमेंट कॉम्\u200dपलेक्\u200dस में रहता था साहिल शाह, ड्रग्स मामले में बना मुख्य संदिग्ध  https://t.co/f1YNydMswa #sushantsinghrajput #bollywoodnews #drugs #बॉलीवुड #ड्रग्\u200dस',",positive
"टीवी पर पहली बार म्यूजिकल रामायण, 'हनुमान चालीसा' गाते दिखेंगे मो. दानिश https://t.co/YLD2dUEbVL #indianidol #sony #ramayan #babaramdev #socialmedia #bollywoodnews #tv #सोनी #रामनवमी #बाबा #टीवी #बॉलीवुड #नेहाकक्कड़,",positive
"सोनू निगम बोले-  एक हिंदू के रूप में  मुझे लगता है कि कुंभ मेले का आयोजन ही नहीं किया जाना चाहिए था  https://t.co/2KPpVSH6Ec #sonunigam #kumbhmela #haridwarkumbhmela2021 #bollywoodnews #कुंभमेला #बॉलीवुड #हरिद्वार',",positive
" अब तक 'छोटे नवाब' का चेहरा नहीं देख सकीं है दादी शर्मिला टैगोर, करीना कपूर ने बताई इसकी वजह https://t.co/OKu91TGOIQ #bollywoodnews #saifalikhan #kareenakapoorkhan #बॉलीवुड,",positive
"सुशांत की तरह कार्तिक को फांसी पर लटकने के लिए मजबूर ना करें: करण जौहर से कंगना रनौत #बॉलीवुड https://t.co/9m7nO31Hcd',",negative
"करो कॉपी करो। ओरिजनल तो #बॉलीवुड से बनेगा नहीं। और इसे भी अपने घटिया डायलॉग लेखक द्वारा बर्बाद कर देना। क्योंकि कहानी और डायलॉग लेखकों को ज्यादा पैसे दे तो सकते नहीं। लोगों को मूर्ख बनाए भरपूर पैसा प्रचार में खर्च कर।\nशर्म करो बॉलीवुड, कुछ @netflix से सीखो।\nShit #Bollywood https://t.co/R8gz9B40HL',",negative
"नील नितिन मुकेश और 2 साल की बेटी सहित पूरी फैमिली कोरोना संक्रमित, कहा- इसे हल्के में न लें https://t.co/WvuiLUg2B0 #bollywoodnews #coronavirus #बॉलीवुड #कोरोनावायरस',",negative
"एक्टर राम कपूर के पिता अनिल कपूर ने ली अंतिम सांस, अभिनेता ने भावुक पोस्ट में लिखी दिल की बात https://t.co/1VEtexyd4r #bollywoodnews #anilkapoor #amul #mumbai #maharashtra #बॉलीवुड #अमूल #मुंबई #महाराष्ट्र',",negative
"अभिषेक बच्\u200dचन ने अपनी परवरिश को लेकर खोला ये राज, बताया मेरी मां ने हमेशा रखा इस बात का ख्\u200dयाल  https://t.co/jU9MzTwZzg #abhishekbachchan #bollywoodnews #jayabachchan #अभिषेकबच्चन #बॉलीवुड #जयाबच्\u200dचन',",positive
लोग वतन तक खा जाते हैं इसका इसे यकीन नहींमान जाएगा तू ले जाकर दिल्ली इसे दिखा ला दोस्त,negative
#News तीन साल बाथरूम में बंद रही विवाहिता Follow,negative
तीन साल बाथरूम में बंद रही विवाहिता: दहेज प्रताड़ना शिकार बिहार के दरभंगा जिला निवासी गुंजा तीन साल बाद रविवार,negative
केजरीवालजी को आज कल ये चिन्ता खाए जा रही है की अगर CM न बने तो जो मानहानि केे मुकदमो मे करोड़ो कीpenaltyभरनी है वो कहा से लाऐंगे #JaiHoNeta,negative
दुनिया में यह बहुत बड़ी समस्या है कि मूर्ख और कट्टरपंथी अपने आप को बहुत बड़ा समझते हैं जबकि समझदार लोग हमेशा अपनी काबलियत पर संदेह करते हैं।,negative
तो फिर फेंक अाई डी क्यों बनाई है गर्व के साथ अापना नाम लेने में शर्म कैसी क्या सिर्फ गालियां देने के लिये,negative
जनार्दन द्विवेदी ने की टीम राहुल की बोलती बंद via,negative
भारत-पाक में भी दस्तक दे रहा है इस्लामिक स्टेट कश्मीर में दिखे झंडे और बैनर: भारत और पाकिस्तान के कुछ हिस्सों,negative
भारत-पाक में भी दस्तक दे रहा है इस्लामिक स्टेट कश्मीर में दिखे झंडे और बैनर: भारत और पाकिस्तान के कुछ हिस्सों,negative
अब ये मत कहियो के दुसरे वाले का भी क़त्ल करना है वेसे सोंग है कत्ल करे तेरा बोम्ब फिगर यो यो लोल्ज़,negative
ना नींद आ रही हैना कलम चल रही है लगता है आजअहसासों में कुछ कमी सी है,negative
कुछ नही बदला उसके जाने के बाद इस जिंदगी में ऐ दोस्तों बस कल जिस जगह दिल हुआ करता था आज वहा दर्द होता है.,negative
भारत का मीडिया बिकाऊ देशद्रोही भ्रष्ट और हिन्दू विरोधी है | यह बात अब गूगल भी जानती है,negative
#Meherbaan ऐसे उबाऊ सोंग ना बनाकर हमपर मेहरबानी करे।धन्यवाद #BangBang,negative
दिल्लीका थूकमास्टर और यूरिन स्पेशलिस्ट पॉर्ननाथ अब अपना सिर मुंडवायेगा साला नौटंकीमें एकदुसरेके बाप है ये आपीए,negative
उनको तो बस बम बरसाना आता है। इससे नहीं कर पायेंगे खात्मा। उल्टे निरिह मरेंगे और ISIS में शामिल होंगे। जमीनी लड़ाई की जरूरत।,negative
मधेशी दलों की निष्क्रियता और मधेशी नेताओं की उदासीनता से मधेशी जनता में निराशा का माहौल है। चुनाव में मिली करारी,negative
हम सोने की चिडीया कह रही जनता को मिट्टी की कहेंगे तो विरोध के लिए चप्पल पडेंगी पर अगर नरेन्द्र भाई प्लेटीनम की कहेंगे तो मसीहा #Truth,negative
बिजली संकट पर केंद्र से भिड़ा महाराष्ट्र: बिजली को लेकर महाराष्ट्र और केंद्र सरकार के बीच घमासान जारी है। ऊर्जा,negative
आयेगें अभी और भी दौर मायूसी के अभी तो बस सीलन तुम्हारी हिचकियो तक आई है,negative
ये जमाना एक भसड़ है और दुनिया गटर है ---हम सब गटर के कीड़े हैं ----रोज झूठ बोलते हैं ----रोज पाप करते हैं ---,negative
NCP के पूर्व नेता और मंत्री विजय कुमार गावित पर भ्रष्टाचार का आरोप लगा और कहा गया की गावित ने फर्जी लोगो के नाम,negative
आतंकवाद से लड़ने की बात करते रहे उठते बैठते सोते जागते और आतंकवादी इनके घर में आकर राज करने लगे कब पता ही नहीं चला,negative
कुछ लोग अपनी रियल लाइफ की प्रॉब्लम सुनाने के लिए फेसबुक और ट्विटर use करते है ऐसे लोगो के ही पिछवाड़े पे लात पड़ती है,negative
हींग से न तेल से बन्दूक से न तलवार से - #ISIS खत्म होगा रासयनिक और जैविक गैस और सूंघ से,negative
कहा से कहा ले गई और मेरी मौत बन गई,negative
अब पता चला #WhyMediaIsSoAntiHindu क्योंकि वह 5-M (मार्क्स मुल्ला मिशनरी मैकाले और मार्केट) के हाथों बिका हुआ है,negative
झूठ और धोख॓बाजोॱ का बोलबाला घोर कलयुग,negative
बिचली जातियों के नव- सामंतों की दलित-घृणा और फासीवादी रुझान भभक कर सामने आ रहा है .समाजवाद के नाम पर,negative
कश्मीर के नाम पर जिहाद करने वालो अब कहा हो तुम लोग कश्मीर आओ और अपने भाइयो की मदद करो इस बुरे वक़्त मे अब फट गयी क्या तुम लोगो की,negative
#WhyMediaIsSoAntiHindu भारत का मीडिया बिकाऊ देशद्रोही भ्रष्ट और हिन्दू विरोधी है | यह बात अब गूगल भी जानती है,negative
धोनी वही लौंडा है जो कोई भी लड़ाई होती है तो कह देता है मैं हूँ ना और फिर सब को पिटवा देता है। Lolz,negative
आप ही ऐसी पार्टी है जिसने सबको भ्रष्ट और मीडिया को बिकाऊ कहा और बार बार कहा। अब रणनीति में क्या बदलाव किया गया है ?,negative
हमारे देश की पत्रकारिता के क़लम मैं स्याही की जगह।। पैसा दारू और ऐयाशी है ।। अब बोलो क्या ये भजन गायेंगे,negative
अगर यही खुलासा किसी भारतीय क्रिकेटर ने किया होता तो मीडिया और सिक्युलर उसे ही झूठा ठहरा चुके होते,negative
और ये भारतीय कप्तान महैन्द्र सिँह धोनी खुद हीरो बनने के चक्कर मेँ मैच से हाथ धोते हुये॥ #IndvsEng,negative
भाई जी क्या आप बताओगे कीड़े कबसे सेक्युलर और कम्युनल हुए ?? मुझे लगा ये बीमारी सिर्फ मानव प्रजाति तक सिमित है,negative
बिहारशरीफ से शेखपुरा का संपर्क भंग पुल धंसने से एनएच 82 पर आवागमन ठप,negative
मध्यप्रदेश के सतना जिले के मैहर विधायक ने भी जनवरी में जूरा पंचायत के अवैध खनन के मामले में सरपंच व मीडिया कर्मियों पर हमला किया था।,negative
जब आम जनता मारे तो नक्सली भटके हुए नवजावन है और जब कांग्रेसी मरे तो लोकतंत्र पर हमला हालाँकि जो हुआ वो बहुत बुरा है<,negative
DMK ने सरकार को आधा तलाक़ दिया SP&BSP ने सरकार से आधा विवाह किया पर चाहा कर भी सुहाग रात नहीं मना सकते अपवित्र रिश्तों में ऐसा ही होता है ।,negative
पवन बंसल के घर आज बकरे की बलि दी गयी.ये बकरे तो कटते-बचते रहेंगे पर इनकी अम्मा कब तक ख़ैर मनाएगी ?,negative
पाक में लोकतंत्र पर खतरा #Haribhoomi #Pakistan #ImranKhan #NawazShafif #US #ImranKadari,negative
बीके हुए sardna जैसे एंकर और बेशर्म डमरू जैसे पर्वाक्ता पे भी,negative
लगभग सभी मीडिया ने लोकपाल और अन्ना अनशन पर ऐका एक मौन ले लिया है लगता है या तो आन्दोलन बंद हो गया या कोई बिक गया ?,negative
माँ के बेटे जो सीमा पर लिखते हैं अपने शोणित से समझोतों वाली स्याही से दिल्ली वाले धो देते हैं,negative
किसको कैसे पत्थर मारु कौन पराया है शीश महल मैं हर एक चेहरा अपना लगता है।,negative
मेरे मरने पर किसी को ज़यादा फ़र्क ना पड़ेगा ऐ दोस्त बस एक तन्हाई रोएगी कि मेरा हम सफ़र चला गया,negative
1.20 करोड़ के मैच फिक्सिंग को लेकर मीडिया और पुलिस 5 दिन से इतने परेशान है जैसे 2G कोयला रास्त्रमंडल खेल रेल सब घोटाला इसी से खुलेंगे,negative
पकिस्तान में हिन्दुओ पर निर्मम अत्याचार हो रहे है उनकी चीख पुकार उनके आसू आहे क्रंदन सुनने वाला कोई नहीं है,negative
अँधेरी रातों में सुनसान TL पर एक अश्लील लौंडा निकलता है उसे लोग Hawashmi कहते है,negative
Petrol prices cut by ₹3 from today midnight. महंगाई के नाम पर भारत बंद कर के देश का नुकसान करने वाले अब कहा मर गए??,negative
सचिन जी को कांग्रेसी बनने पर तहे दिल से ढेर सारी गालियाँ,negative
दिग्विजय सिंह जैसे ही गांधी की प्रतिमा पर फूल चढ़ाने झुके लाठी से धकेलते हुए आवाज आई दूर हटो बेटा वरना अहिंसा की कस्म टूट जाएगी rerun,negative
#News बिजली संकट पर केंद्र और महाराष्ट्र में तकरार Follow,negative
चुगली करना हमारा राष्ट्रीय छंद है.,negative
छोटे मुह मे बड़ी बाते शोभा नहीं देती।,negative
चेतावनीः हमें तबाह न कर दें गॉड पार्टिकल्स via,negative
उत्तराखंड के इस स्कूल में बच्चों के लिए क्लास में हेलमेट पहनना कंपल्सरी क्योंकि कॉलेज की इमारत इतनी जर्जर हो,negative
तुम उनसे लड़ो यहाँ तक कि फितना शेष न रह जाये और दीं अल्लाह के लिए हो जाये (कुरान२:१९३)मजहब ही है सिखाता आपस में बैर रखना इस्लामसे सावधान,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
