index,LIST_OF_WORDS,POS,NEG,POS_TAG
4626,सवालों_से_बात_काटना,1,0,a
4627,सशक्त_बनाना,1,0,a
4628,सहना,1,0,a
4629,सहमति,1,0,a
4630,सहानुभूति_रखना,1,0,a
4631,सही_ठहराया,1,0,a
4632,साँस_लेना,1,0,a
4633,सांत्वना_देना,1,0,a
4634,साबित_करना,1,0,a
4635,सामग्री,1,0,a
4636,सिद्धांत_बनाना,1,0,a
4637,सिसकना,1,0,a
4638,सीधे_खड़े_हो,1,0,a
4639,सुख_देना,1,0,a
4640,सुचना,1,0,a
4641,सुदृढ़,1,0,a
4642,सुधारने,1,0,a
4643,सुनिश्चित,1,0,a
4644,सुलगना,1,0,a
4645,सूट,1,0,a
4646,से_इनकार,1,0,a
4647,सेवा_कर,1,0,a
4648,स्क्रीन,1,0,a
4649,स्क्वाश,1,0,a
4650,स्ट्रोक,1,0,a
4651,स्तुति_करना,1,0,a
4652,स्थान,1,0,a
4653,स्थिर_करना,1,0,a
4654,स्वतंत्र_करना,1,0,a
4655,स्वस्थ_हो_जाना,1,0,a
4656,स्वाद_लेना,1,0,a
4657,स्वीकर_करना,1,0,a
4658,स्वीकार_करते_हैं,1,0,a
4659,स्वीकार_करना,1,0,a
4660,हंसी,1,0,a
4661,हंसी_उड़ाना,1,0,a
4662,हक़_बहाल_करना,1,0,a
4663,हटाना,1,0,a
4664,हत्या_करना,1,0,a
4665,हल्का_करना,1,0,a
4666,हासिल,1,0,a
4667,हुक्म_देना,1,0,a
4668,हुड़कना,1,0,a
4669,होते_हैं,1,0,a
4670,अंधापन,0,1,a
4671,अकथनीय,0,1,a
4672,अखंडनीय,0,1,a
4673,अगस्त,0,1,a
4674,अघुलनशील,0,1,a
4675,अटल,0,1,a
4676,अति_उत्साही,0,1,a
4677,अति_क्रुद्ध,0,1,a
4678,अतिप्रजन_का,0,1,a
4679,अतिवादी,0,1,a
4680,अत्याचार_करनेवाला,0,1,a
4681,अदक्ष,0,1,a
4682,अदृष्ट,0,1,a
4683,अधम,0,1,a
4684,अधिकृत,0,1,a
4685,अधिनायकवादी,0,1,a
4686,अनंत,0,1,a
4687,अनकदी,0,1,a
4688,अनन्य,0,1,a
4689,अनसुलझे,0,1,a
4690,अनिश्चितकालीन,0,1,a
4691,अनुतापी,0,1,a
4692,अनुपजाऊ,0,1,a
4693,अनुपस्थित_दिमाग,0,1,a
4694,अनुपस्थित_रहने,0,1,a
4695,अपरीक्षित,0,1,a
4696,अपवादात्मक,0,1,a
4697,अपव्ययी,0,1,a
4698,अपार,0,1,a
4699,अप्रकाशित,0,1,a
4700,अप्रतिबंधित,0,1,a
4701,अप्रसन्न,0,1,a
4702,अप्रसिद्ध,0,1,a
4703,अभंग,0,1,a
4704,अमंगल,0,1,a
4705,अरक्षणीय,0,1,a
4706,अलग,0,1,a
4707,अल्पविकसित,0,1,a
4708,अवज्ञा_का,0,1,a
4709,अवनति_का,0,1,a
4710,अविच्छेद्य,0,1,a
4711,अव्यवस्थित,0,1,a
4712,अशिक्षित,0,1,a
4713,असंबद्ध,0,1,a
4714,असंशोधनीय,0,1,a
4715,असत,0,1,a
4716,असत्कारशील,0,1,a
4717,असभ्यता,0,1,a
4718,अस्तित्वहीन,0,1,a
4719,आज्ञा_न_माननेवाला,0,1,a
4720,आत्म_विनाशकारी,0,1,a
4721,आनेवाला,0,1,a
4722,आरामपसंद,0,1,a
4723,आरोप_लगाया,0,1,a
4724,आर्थिक_तंगी,0,1,a
4725,आवेग,0,1,a
4726,आशाहीन,0,1,a
4727,आसन्न,0,1,a
4728,आसमान_छू,0,1,a
4729,इतनी_कैलोरी,0,1,a
4730,इनवेसिव,0,1,a
4731,इस्तीफा_दे_दिया,0,1,a
4732,ईर्षापूर्ण,0,1,a
4733,उकेरी,0,1,a
4734,उड़ाऊ,0,1,a
4735,उथल-पुथल_भरे,0,1,a
4736,उपेक्षा_करनेवाला,0,1,a
4737,उम्र_के_अंतर्गत,0,1,a
4738,ऊंचा_नीचा,0,1,a
4739,ऊबड़-खाबड़,0,1,a
4740,एक,0,1,a
4741,एक_तरफ,0,1,a
4742,एकाकार,0,1,a
4743,औसत_दर्जे_का,0,1,a
4744,कई,0,1,a
4745,कच्चा,0,1,a
4746,कटाव_का,0,1,a
4747,कट्टर_विरोधी,0,1,a
4748,कड़वाहट_भरी,0,1,a
4749,कम,0,1,a
4750,कम_ज्ञात,0,1,a
4751,कम_मूल्यांकन,0,1,a
4752,कम_होनेवाला,0,1,a
4753,कष्टकार,0,1,a
4754,कष्टदायक,0,1,a
4755,कांप,0,1,a
4756,काटकर_अलग_करना,0,1,a
4757,काटा_हुआ_नहीं,0,1,a
4758,काफी,0,1,a
4759,कामातुर,0,1,a
4760,काली,0,1,a
4761,काल्पनिक,0,1,a
4762,किफ़ायती,0,1,a
4763,किशोर,0,1,a
4764,किसी_का_ध्यान_नहीं,0,1,a
4765,कुबुद्धि,0,1,a
4766,कुल,0,1,a
4767,कुल_भार,0,1,a
4768,कृत्रिम,0,1,a
4769,कैंसर_का,0,1,a
4770,कैनन_का,0,1,a
4771,कॉमेडी,0,1,a
4772,कोशिश_कर,0,1,a
4773,खंडहर_वाला,0,1,a
4774,खत्म,0,1,a
4775,खरब,0,1,a
4776,खरा,0,1,a
4777,खस्ताहाल,0,1,a
4778,ख़तरनाक,0,1,a
4779,ख़ुशबूदार,0,1,a
4780,खाली,0,1,a
4781,खुदराय,0,1,a
4782,खुला,0,1,a
4783,खून_का_प्यासा,0,1,a
4784,खेल,0,1,a
4785,गंधहीन,0,1,a
4786,गतिहीन,0,1,a
4787,गदहे_का,0,1,a
4788,गलत_कह,0,1,a
4789,ग़ुस्सैल,0,1,a
4790,ग़ैरक़ानूनी,0,1,a
4791,गिर_गया,0,1,a
4792,गिरते,0,1,a
4793,गोलमोल,0,1,a
4794,घटते,0,1,a
4795,घबड़ाया_हुआ,0,1,a
4796,घुलनशील,0,1,a
4797,घृणापूर्ण,0,1,a
4798,घृणित_रूप,0,1,a
4799,घेर_लेना,0,1,a
4800,चक्राकार,0,1,a
4801,चतुर,0,1,a
4802,चमकी_का,0,1,a
4803,चांदी-जैसा,0,1,a
4804,चापलूसी_नहीं,0,1,a
4805,चुनाव_का,0,1,a
4806,चेतावनी_देनेवाला,0,1,a
4807,चौंकाने_वाला,0,1,a
4808,छायादार,0,1,a
4809,छितराया_हुआ,0,1,a
4810,छोटे_आकार_का,0,1,a
4811,छोटे_क़द_का,0,1,a
4812,जमे_हुए,0,1,a
4813,जल्दबाजी_में,0,1,a
4814,ज़ंग_खाया_हुआ,0,1,a
4815,ज़रूरत_से_ज़्यादा,0,1,a
4816,ज़ोर_से_मार,0,1,a
4817,जांच_का,0,1,a
4818,जाज_का,0,1,a
4819,जानलेवा,0,1,a
4820,जाली,0,1,a
4821,जीर्ण,0,1,a
4822,जीवन_के_लिए_खतरा,0,1,a
4823,जीवित,0,1,a
4824,जुझारू,0,1,a
4825,जून्की,0,1,a
4826,जोखिम_भरा,0,1,a
4827,जोखिम_मुक्त,0,1,a
4828,जोड़_तोड़,0,1,a
4829,झागदार,0,1,a
4830,झीना,0,1,a
4831,टपका_हुआ,0,1,a
4832,टुकड़े_टुकड़े_कर_दिया,0,1,a
4833,टूटे_हुए_दिल_से,0,1,a
4834,टॉनिक,0,1,a
4835,ठंड,0,1,a
4836,ठनी,0,1,a
4837,ठिठुराने,0,1,a
4838,डरा_हुआ,0,1,a
4839,डाल_दिया_गया,0,1,a
4840,डाही,0,1,a
4841,डींग_मारने_का,0,1,a
4842,ढांचे_के_रूप_में,0,1,a
4843,ढीठ,0,1,a
4844,ढूढने,0,1,a
4845,तड़का_हुआ,0,1,a
4846,तलाकशुदा,0,1,a
4847,तानाशाह_का,0,1,a
4848,तारतम्यहीन,0,1,a
4849,तुला,0,1,a
4850,तुली_हुई,0,1,a
4851,तूफ़ानी,0,1,a
4852,तैयार_नहीं,0,1,a
4853,तोड़_दिया,0,1,a
4854,तोड़ा-मरोड़ा,0,1,a
4855,थका_हुआ,0,1,a
4856,थियेटर_का,0,1,a
4857,थोड़ा,0,1,a
4858,थोड़े_थोड़े_गरम,0,1,a
4859,दंभी,0,1,a
4860,दमन_का,0,1,a
4861,दम्भी,0,1,a
4862,दया_करनेवाला,0,1,a
4863,दरिद्र_बना_दिया,0,1,a
4864,दर्दरहित,0,1,a
4865,दाहक,0,1,a
4866,दिलेर,0,1,a
4867,दु:_ख,0,1,a
4868,दुर्गंन्धयुक्त,0,1,a
4869,दुर्गन्धि-युक्त,0,1,a
4870,दुर्लभ,0,1,a
4871,दुविधा_में_पड़ा_हुआ,0,1,a
4872,दूर_की_कौड़ी,0,1,a
4873,दूसरी_श्रेणी,0,1,a
4874,देर_में_आया_हुआ,0,1,a
4875,दोगला,0,1,a
4876,द्वितीय_श्रेणी,0,1,a
4877,द्विध्रुवी,0,1,a
4878,धब्बेदार,0,1,a
4879,धार,0,1,a
4880,धीमी_गति_से_चलती,0,1,a
4881,धीरे_से_बोलना,0,1,a
4882,धूमिल,0,1,a
4883,धूसर,0,1,a
4884,धोखा_दे,0,1,a
4885,धोखाधड़ी,0,1,a
4886,ध्यान_भंग,0,1,a
4887,न_मादा_न_नर,0,1,a
4888,न_सहने_योग्य,0,1,a
4889,नक़ली,0,1,a
4890,नमकीन,0,1,a
4891,नशे_में_न_होना,0,1,a
4892,ना_करे,0,1,a
4893,नाकाफी,0,1,a
4894,नाज़ुक,0,1,a
4895,नामुनासिब,0,1,a
4896,नाराज,0,1,a
4897,नालायक,0,1,a
4898,निंदक,0,1,a
4899,निकला_हुआ,0,1,a
4900,नियमविरूद्ध,0,1,a
4901,निरक्षर,0,1,a
4902,निरा,0,1,a
4903,निराश्रित,0,1,a
4904,निर्धारित,0,1,a
4905,निर्बाध,0,1,a
4906,निष्प्राण,0,1,a
4907,निस्तेज,0,1,a
4908,नीचा_दिखा,0,1,a
4909,नुकीला,0,1,a
4910,न्युरोटिक,0,1,a
4911,न्यून,0,1,a
4912,पंचमेल,0,1,a
4913,पंडिताऊ,0,1,a
4914,पक्का,0,1,a
4915,पत्ते_के_रूप_में,0,1,a
4916,पद,0,1,a
4917,परदारगमन_का,0,1,a
4918,परस्पर-विरोधी,0,1,a
4919,परित्यक्त,0,1,a
4920,परिधीय,0,1,a
4921,परेशान_करनेवाला,0,1,a
4922,परोक्ष,0,1,a
4923,पस्र्ष,0,1,a
4924,पहले_से_न_सोचा,0,1,a
4925,पीसा_हुआ,0,1,a
4926,पुनर्वास,0,1,a
4927,पुराना,0,1,a
4928,पुराने_ढंग_का,0,1,a
4929,पूरा_हुआ,0,1,a
4930,पैदल_यात्री,0,1,a
4931,प्रकार_है,0,1,a
4932,प्रतिकार_का,0,1,a
4933,प्राचीन,0,1,a
4934,फ़ायदेमंद,0,1,a
4935,फिसलनदार,0,1,a
4936,फूला_हुआ,0,1,a
4937,फूहड़,0,1,a
4938,फेनिल,0,1,a
4939,बच्चेवाली,0,1,a
4940,बद,0,1,a
4941,बदगुमान,0,1,a
4942,बदनाम,0,1,a
4943,बदलने_के_योग्य,0,1,a
4944,बदली_का,0,1,a
4945,बलवान,0,1,a
4946,बांझ,0,1,a
4947,बावला,0,1,a
4948,बिगड़ा_हुआ,0,1,a
4949,बिना_डंडी,0,1,a
4950,बिना_लाइसेंस,0,1,a
4951,बिना_शर्त,0,1,a
4952,बीजान्टिन,0,1,a
4953,बीमार_इस्तेमाल_किया,0,1,a
4954,बीमार_का_इलाज,0,1,a
4955,बीहड़,0,1,a
4956,बुरा_कल्पना,0,1,a
4957,बेअदब,0,1,a
4958,बेआबरू,0,1,a
4959,बेकल,0,1,a
4960,बेख़बर,0,1,a
4961,बेजा,0,1,a
4962,बेढब,0,1,a
4963,बेहतर_ज्ञात,0,1,a
4964,बोली_में_हेराफेरी,0,1,a
4965,भगदड़_का,0,1,a
4966,भटकनेवाला,0,1,a
4967,भय_उत्पन्न_करनेवाला,0,1,a
4968,भयग्रस्त,0,1,a
4969,भविष्य-ज्ञान,0,1,a
4970,भाग्यवादी,0,1,a
4971,भार_रहित,0,1,a
4972,भीड़,0,1,a
4973,भेद_का,0,1,a
4974,भेस_बदले_हुए,0,1,a
4975,मंद_होना,0,1,a
4976,मक्खियों_द्वारा_गंदा_कर_दिया_गया,0,1,a
4977,मख़मली,0,1,a
4978,मज़ा,0,1,a
4979,मनमाना,0,1,a
4980,मर्मभेदी,0,1,a
4981,महाकाय,0,1,a
4982,महाकाव्य,0,1,a
4983,महासागर_की_गहराई_या_पाताल-संबंधी,0,1,a
4984,मांग_करनेवाला,0,1,a
4985,मातहत,0,1,a
4986,मादा_का,0,1,a
4987,माना_जाता,0,1,a
4988,मासूम,0,1,a
4989,मुरझाया_हुआ,0,1,a
4990,मूत,0,1,a
4991,मृतक,0,1,a
4992,मेहरबान,0,1,a
4993,मैला,0,1,a
4994,मोमी,0,1,a
4995,मोह_का,0,1,a
4996,मौजूदा,0,1,a
4997,मौन,0,1,a
4998,रक्तहीनता_से_पीड़ित,0,1,a
4999,रद्दी,0,1,a
5000,रसहीन,0,1,a
5001,रहित,0,1,a
5002,रुक-रुक_कर,0,1,a
5003,रुचि,0,1,a
5004,रॉकी,0,1,a
5005,लंगड़ा,0,1,a
5006,लंगड़ा_बत्तख,0,1,a
5007,लंबे_पैरों_का,0,1,a
5008,लाल_चकत्ते,0,1,a
5009,लीक_से_हटकर,0,1,a
5010,लोभी,0,1,a
5011,लोहे_का,0,1,a
5012,लौकिक,0,1,a
5013,वज़नी,0,1,a
5014,वश्य,0,1,a
5015,वामपंथी_झुकाव,0,1,a
5016,विकल,0,1,a
5017,विचार_शक्ति_हर_लिया,0,1,a
5018,विचारधारा_वाले,0,1,a
5019,विचारशून्य,0,1,a
5020,विद्रोह_का,0,1,a
5021,विनीत_करनेवाला,0,1,a
5022,विभिन्न,0,1,a
5023,विरोधाभासी,0,1,a
5024,विवादित,0,1,a
5025,व्यंगपूर्ण,0,1,a
5026,व्याधिग्रस्त,0,1,a
5027,व्याप्त,0,1,a
5028,शंकित,0,1,a
5029,शपथ_ली,0,1,a
5030,शर्मीला,0,1,a
5031,शहादत_की_मांग,0,1,a
5032,शोर_मचाते_हुए,0,1,a
5033,संकीर्ण,0,1,a
5034,संकुल,0,1,a
5035,संयमी,0,1,a
5036,संवेदन-शून्य,0,1,a
5037,सठिया,0,1,a
5038,सड़ा_हुआ,0,1,a
5039,सतर्क,0,1,a
5040,सदा_एकसां,0,1,a
5041,सनातन,0,1,a
5042,सबसे_खराब,0,1,a
5043,सबसे_डरावने,0,1,a
5044,समझ_से_बाहर,0,1,a
5045,समधान_के_अयोग्य,0,1,a
5046,समान,0,1,a
5047,सर्वनाश,0,1,a
5048,सर्वाधिक_जानकार,0,1,a
5049,सांसारिक,0,1,a
5050,सादगीपसन्द,0,1,a
5051,सामान्य,0,1,a
5052,सारांश,0,1,a
5053,सीमांत,0,1,a
5054,सुखवादी,0,1,a
5055,सूका_रोगी,0,1,a
5056,सोने_का,0,1,a
5057,सौम्य,0,1,a
5058,स्तब्ध,0,1,a
5059,स्याना,0,1,a
5060,स्वयं_को_हराने,0,1,a
5061,स्वीकृत,0,1,a
5062,हंसी-उत्तेजक_अभी_तक,0,1,a
5063,हटानेवाला,0,1,a
5064,हड्डी_उखड़,0,1,a
5065,हद_से_अधिक,0,1,a
5066,हद_से_ज़्यादा,0,1,a
5067,हमवार,0,1,a
5068,हमेशा_जानेवाला,0,1,a
5069,हवा_भरा_हुआ,0,1,a
5070,हवादार,0,1,a
5071,हार्ड_लाइन,0,1,a
5072,हासकर,0,1,a
5073,हिंसात्मक,0,1,a
5074,हिचकिचाहट_में,0,1,a
5075,हिलनेवाला,0,1,a
5076,IAGO,0,1,a
5077,अंकुड़ा,0,1,a
5078,अंतिम_खाई,0,1,a
5079,अंधविश्वास,0,1,a
5080,अंधाधुंधता,0,1,a
5081,अकादमी,0,1,a
5082,अक्षांश,0,1,a
5083,अजगर,0,1,a
5084,अति_आवश्यक,0,1,a
5085,अति_सरलीकरण,0,1,a
5086,अतिचारिता,0,1,a
5087,अनजान,0,1,a
5088,अनमेलता,0,1,a
5089,अनिमेष,0,1,a
5090,अनियन्त्रित_शासक,0,1,a
5091,अनुपस्थिति,0,1,a
5092,अनुपालन,0,1,a
5093,अनुभव_शून्यता,0,1,a
5094,अनुविता,0,1,a
5095,अनुसार,0,1,a
5096,अन्तर,0,1,a
5097,अन्तिम_मांग,0,1,a
5098,अन्वेषण,0,1,a
5099,अपवाद,0,1,a
5100,अपाहिज_होना,0,1,a
5101,अभिसंधि,0,1,a
5102,अमानवीकरण,0,1,a
5103,अमीर_हो,0,1,a
5104,अमेरिका_विरोधी,0,1,a
5105,अयुक्तता,0,1,a
5106,अलगाव_की_भावना,0,1,a
5107,अल्ट्रा_कट्टर,0,1,a
5108,अशुद्ध_गणना,0,1,a
5109,अशुद्ध_विचार,0,1,a
5110,अशुद्धता,0,1,a
5111,अशुद्धियों,0,1,a
5112,असंख्य,0,1,a
5113,असंबद्धता,0,1,a
5114,असंयमिता,0,1,a
5115,असावधानीपूर्ण,0,1,a
5116,असुरूपता,0,1,a
5117,अस्पताल,0,1,a
5118,अहेतुक,0,1,a
5119,आंदोलन,0,1,a
5120,आगे_बढ़ने_की_अनुमति,0,1,a
5121,आचारभ्रष्टीकरण,0,1,a
5122,आडंबरपूर्ण_शैली,0,1,a
5123,आत्म-आलोचना,0,1,a
5124,आत्म-समालोचना,0,1,a
5125,आत्म_तख्तापलट,0,1,a
5126,आत्मसमर्पण,0,1,a
5127,आदत,0,1,a
5128,आपा,0,1,a
5129,आमना-सामना,0,1,a
5130,आरक्षण,0,1,a
5131,आरोपण,0,1,a
5132,आलस,0,1,a
5133,आशंका,0,1,a
5134,इकबालिया,0,1,a
5135,इच्छा_का_अभाव,0,1,a
5136,इलाज_सभी,0,1,a
5137,इसे_खारिज,0,1,a
5138,ईश-निंदा,0,1,a
5139,उतार-चढ़ाव,0,1,a
5140,उथल-पुथल,0,1,a
5141,उद्वेग_उत्पन्न_करनेवाला_मनुष्य,0,1,a
5142,उन्मूलन,0,1,a
5143,उपयुक्तता,0,1,a
5144,उपवास,0,1,a
5145,उपाय_कुशलता,0,1,a
5146,उलझन_में,0,1,a
5147,एक_प्रकार_का_जहाज़,0,1,a
5148,एक_प्रकार_की_मछली,0,1,a
5149,एकतरफा,0,1,a
5150,एकता_का_अभाव,0,1,a
5151,एकध्रुवीय,0,1,a
5152,एकरसता,0,1,a
5153,एहतियात,0,1,a
5154,ऐयाश,0,1,a
5155,ओवर-वैल्यूएशन,0,1,a
5156,कंफ़ेसर,0,1,a
5157,कचरा,0,1,a
5158,कट_जाना,0,1,a
5159,कटाक्ष,0,1,a
5160,कठिन_परिस्थिति,0,1,a
5161,करारापन,0,1,a
5162,करालता,0,1,a
5163,कर्ज_उतारने,0,1,a
5164,कलह_की_इच्छा,0,1,a
5165,कल्पित_कहानी,0,1,a
5166,कल्पित_सरदार,0,1,a
5167,कांटे,0,1,a
5168,काटने_की_क्रिया,0,1,a
5169,कातरता,0,1,a
5170,कान,0,1,a
5171,कार्टून,0,1,a
5172,कार्य,0,1,a
5173,काल_कोठरी,0,1,a
5174,कीट,0,1,a
5175,कैस्युइस्ट्री,0,1,a
5176,कोटिंग,0,1,a
5177,कोप,0,1,a
5178,कोरांटीन,0,1,a
5179,क्षमा_की_प्रार्थना_करनेवाला,0,1,a
5180,खाट,0,1,a
5181,खामियां,0,1,a
5182,खीज,0,1,a
5183,खून,0,1,a
5184,खून_खराबा,0,1,a
5185,खोलना,0,1,a
5186,गतिविधि,0,1,a
5187,गला_घोंटनेवाला,0,1,a
5188,ग़द्दार,0,1,a
5189,ग़फ़लत,0,1,a
5190,ग़लत_बयान,0,1,a
5191,ग़लत_व्याख्या,0,1,a
5192,ग़लतापना,0,1,a
5193,गालियां_बकने_की_क्रिया,0,1,a
5194,गिरोह,0,1,a
5195,गुब्बार,0,1,a
5196,गुलाम,0,1,a
5197,गुस्से_का_आवेश,0,1,a
5198,गूंगा,0,1,a
5199,गूदा,0,1,a
5200,गैर-विश्वास,0,1,a
5201,गोलंदाज़ी,0,1,a
5202,गोली,0,1,a
5203,घटिया_इंसान,0,1,a
5204,घपलेबज़ी,0,1,a
5205,घर_का_काम,0,1,a
5206,घुमक्कड़,0,1,a
5207,घुसनेवाला,0,1,a
5208,चंदा,0,1,a
5209,चकमा_दे_रहा_है,0,1,a
5210,चरमपंथियों,0,1,a
5211,चाबुक,0,1,a
5212,चाल,0,1,a
5213,चिढ़,0,1,a
5214,चुंबक_बनाने_की_क्रिया,0,1,a
5215,चुनाव-मेकेनिक,0,1,a
5216,चूहा,0,1,a
5217,छलरचना,0,1,a
5218,छोटी_बात,0,1,a
5219,जगहंसाई,0,1,a
5220,जड़ता,0,1,a
5221,जबरन_वसूली,0,1,a
5222,जहाज़_की_तबाही,0,1,a
5223,ज़ब्त,0,1,a
5224,ज़ब्त_करना,0,1,a
5225,ज़हर,0,1,a
5226,ज़ोर_से_मारना,0,1,a
5227,जागृत_होना,0,1,a
5228,जादूगर,0,1,a
5229,जानवर,0,1,a
5230,जाम,0,1,a
5231,जीभ,0,1,a
5232,जीर्णता,0,1,a
5233,जुनून,0,1,a
5234,जॉर्ज,0,1,a
5235,जोकर,0,1,a
5236,जोड़-तोड़,0,1,a
5237,ज्यादतियों,0,1,a
5238,झुका_हुआ,0,1,a
5239,झूठ_करनेवाला,0,1,a
5240,टकसाली,0,1,a
5241,टपकन,0,1,a
5242,टालना,0,1,a
5243,टालमटोल,0,1,a
5244,डमी,0,1,a
5245,डांट-डपट,0,1,a
5246,डाकू,0,1,a
5247,डींग_मारनेवाला,0,1,a
5248,ड्रेगन,0,1,a
5249,ड्रोन,0,1,a
5250,ढिठाई,0,1,a
5251,तंत्रिकाओं,0,1,a
5252,तत्त्व,0,1,a
5253,तपस्या,0,1,a
5254,तर्कों,0,1,a
5255,तसलीम,0,1,a
5256,ताऊन,0,1,a
5257,ताक़त,0,1,a
5258,तात्कालिकता,0,1,a
5259,तारीख,0,1,a
5260,तीक्ष्णता,0,1,a
5261,तेजतर्रार,0,1,a
5262,तेल,0,1,a
5263,तेवर,0,1,a
5264,तोड़-बिंदु,0,1,a
5265,दंड,0,1,a
5266,दख़लंदाज़ी,0,1,a
5267,दण्ड,0,1,a
5268,दण्ड_से_मुक्ति,0,1,a
5269,दलित_व्यक्ति,0,1,a
5270,दाँव,0,1,a
5271,दास,0,1,a
5272,दासता,0,1,a
5273,दिल_तोड़ने,0,1,a
5274,दिलासा_देनेवाला,0,1,a
5275,दुर्घटना_का_शिकार,0,1,a
5276,दुर्लभ_वस्तु,0,1,a
5277,दूसरों_के_साथ_साझा,0,1,a
5278,दोषसिद्धि,0,1,a
5279,दोस्त,0,1,a
5280,द्रऋह,0,1,a
5281,द्वेष,0,1,a
5282,द्वैधवृत्तिक,0,1,a
5283,धावा,0,1,a
5284,धौंसिया,0,1,a
5285,नकार,0,1,a
5286,नकारात्मक_पहलू,0,1,a
5287,नाइत्तिफ़ाक़ी,0,1,a
5288,नाकाफीता,0,1,a
5289,नाकाम_रहने_के,0,1,a
5290,नाख़ुश,0,1,a
5291,नाग,0,1,a
5292,नाज़ुक_हालत,0,1,a
5293,नाटक,0,1,a
5294,नायकत्व,0,1,a
5295,नाराज़गी,0,1,a
5296,निंदा_करना,0,1,a
5297,निकटस्थता,0,1,a
5298,निद्राकर_औषध,0,1,a
5299,निरर्थक_व्यापार,0,1,a
5300,निष्ठुरता,0,1,a
5301,निस्सारता,0,1,a
5302,नेक्रोमन्ट,0,1,a
5303,नोस्ट्रम,0,1,a
5304,नौकर,0,1,a
5305,पंच,0,1,a
5306,पदच्युति,0,1,a
5307,परख,0,1,a
5308,परम_सुख,0,1,a
5309,पराए_काम_में_वाधा_डालनेवाला,0,1,a
5310,परास्त,0,1,a
5311,परीक्षण,0,1,a
5312,परेशान-चलो,0,1,a
5313,पवित्रता,0,1,a
5314,पशु,0,1,a
5315,पहेली,0,1,a
5316,पागल_आदमी,0,1,a
5317,पागल_मनुष्य,0,1,a
5318,पुनरोदय,0,1,a
5319,पुनर्वासन,0,1,a
5320,पूल,0,1,a
5321,पैंतरेबाज़ी,0,1,a
5322,पैग़ंबर,0,1,a
5323,पैठनेवाला,0,1,a
5324,पौधा-घर,0,1,a
5325,प्रकट_करनेवाला,0,1,a
5326,प्रणाली,0,1,a
5327,प्रति_असम्मान,0,1,a
5328,प्रतिमा,0,1,a
5329,प्रतिरोधी,0,1,a
5330,प्रत्याख्यान,0,1,a
5331,प्रदूषण_फैलाने,0,1,a
5332,प्रभावहीनता,0,1,a
5333,प्रलय_का_दिन,0,1,a
5334,प्रवाह,0,1,a
5335,प्रसव,0,1,a
5336,प्रहरी,0,1,a
5337,फ़ैसिस्टवाद,0,1,a
5338,फ़्लैश,0,1,a
5339,बंदरगाहों,0,1,a
5340,बचाव_का_रास्ता,0,1,a
5341,बड़ी_भूल,0,1,a
5342,बड़ी_मुसीबत,0,1,a
5343,बदतमीजी,0,1,a
5344,बनिया,0,1,a
5345,बर्बता,0,1,a
5346,बलि_का_बकरा,0,1,a
5347,बहस,0,1,a
5348,बहु-ध्रुवीकरण,0,1,a
5349,बाज़ीगर,0,1,a
5350,बाढ़,0,1,a
5351,बाध्यता,0,1,a
5352,बाहर_निकलने_देना,0,1,a
5353,बिल्ली,0,1,a
5354,बीमार_उपयोग,0,1,a
5355,बुरा_प्रबंध,0,1,a
5356,बुरा_सपना,0,1,a
5357,बेदर्दी,0,1,a
5358,बेबसी,0,1,a
5359,बेहूदा_बात,0,1,a
5360,बेहूदापन,0,1,a
5361,बैर,0,1,a
5362,भंग_करनेवाला,0,1,a
5363,भड़कानेवाला_व्यक्ति,0,1,a
5364,भयावहता,0,1,a
5365,भरमार,0,1,a
5366,भरा_हुआ,0,1,a
5367,भीख_माँग,0,1,a
5368,भीख_मांगना,0,1,a
5369,भीड़-भाड़,0,1,a
5370,भृत्यभाव,0,1,a
5371,भ्रम_की_स्थिति,0,1,a
5372,भ्रूभंग,0,1,a
5373,मछली_फंसाने_की_कांटेदार_बछीद्द,0,1,a
5374,मजबूत_बनाने_में,0,1,a
5375,मजीठ,0,1,a
5376,मतभेद_करनेवाला,0,1,a
5377,मलाल,0,1,a
5378,मां,0,1,a
5379,मांग,0,1,a
5380,मानमर्दन,0,1,a
5381,माया,0,1,a
5382,मिरगी,0,1,a
5383,मिश्रण,0,1,a
5384,मुक़ाबला,0,1,a
5385,मुकाबला,0,1,a
5386,मृत्यु,0,1,a
5387,में_शिकायत,0,1,a
5388,मेल-जोल,0,1,a
5389,मेला,0,1,a
5390,मैक्सी_अवमूल्यन,0,1,a
5391,मैल,0,1,a
5392,मोक्ष,0,1,a
5393,मोटा,0,1,a
5394,मोलिकता,0,1,a
5395,यद्ध_के_कार्य,0,1,a
5396,यहूदी_बस्ती,0,1,a
5397,याद_दिलानेवाला,0,1,a
5398,यानतोड़क_तोपें,0,1,a
5399,युक्ति,0,1,a
5400,युद्ध_की_तरह,0,1,a
5401,रंग,0,1,a
5402,रणभूमि,0,1,a
5403,रसातल,0,1,a
5404,राज-द्रोह,0,1,a
5405,राजदूत,0,1,a
5406,राज्य,0,1,a
5407,राष्ट्रवाद,0,1,a
5408,रिआयत,0,1,a
5409,रियायत,0,1,a
5410,रियायतें,0,1,a
5411,रूखापन,0,1,a
5412,रूपांतरण,0,1,a
5413,रोलर_कॉस्टर,0,1,a
5414,लकीर,0,1,a
5415,लक्षण,0,1,a
5416,लघु_परिपथ,0,1,a
5417,लड़ाई-लाइनों,0,1,a
